00:02:14:13 | W | Mismatching | SEQ : 20174830530, PART : 52124713AD, SCAN TQ41977C0838, CELL [1,1]
20:16:21:10 | I | Matching ok | SEQ : 20174839980, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
20:16:23:11 | I | Matching ok | SEQ : 20174839970, PART : N/A, SCAN N/A, CELL [1,5]
20:16:27:08 | I | Matching ok | SEQ : 20174839960, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
20:16:31:53 | I | Matching ok | SEQ : 20174840070, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
20:16:35:15 | I | Matching ok | SEQ : 20174840060, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
20:16:37:17 | I | Matching ok | SEQ : 20174840050, PART : N/A, SCAN N/A, CELL [2,3]
20:16:40:16 | I | Matching ok | SEQ : 20174840040, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
20:16:44:65 | I | Matching ok | SEQ : 20174840030, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
20:16:46:70 | I | Matching ok | SEQ : 20174840020, PART : N/A, SCAN N/A, CELL [2,6]
20:28:57:37 | I | Matching ok | SEQ : 20174840130, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
20:29:00:30 | I | Matching ok | SEQ : 20174840120, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
20:29:02:98 | I | Matching ok | SEQ : 20174840110, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
20:29:06:47 | I | Matching ok | SEQ : 20174840100, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
20:29:09:48 | I | Matching ok | SEQ : 20174840090, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
20:29:11:51 | I | Matching ok | SEQ : 20174840080, PART : N/A, SCAN N/A, CELL [1,6]
20:29:19:70 | I | Matching ok | SEQ : 20174840190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
20:29:26:95 | I | Matching ok | SEQ : 20174840180, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
20:29:30:45 | W | Mismatching | SEQ : 20174840170, PART : 52124713AD, SCAN P04578885AC, CELL [2,3]
20:29:38:65 | I | Matching ok | SEQ : 20174840170, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
20:29:42:25 | W | Mismatching | SEQ : 20174840160, PART : 52124713AD, SCAN P04578885AC, CELL [2,4]
20:29:48:60 | I | Matching ok | SEQ : 20174840160, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
20:30:27:00 | I | Matching ok | SEQ : 20174840150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
20:30:31:28 | I | Matching ok | SEQ : 20174840140, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
20:37:16:01 | I | Matching ok | SEQ : 20174840250, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
20:37:20:51 | I | Matching ok | SEQ : 20174840240, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
20:37:28:69 | I | Matching ok | SEQ : 20174840230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
20:37:30:70 | I | Matching ok | SEQ : 20174840220, PART : N/A, SCAN N/A, CELL [1,4]
20:37:35:64 | I | Matching ok | SEQ : 20174840210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
20:37:40:11 | I | Matching ok | SEQ : 20174840200, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
20:37:45:08 | I | Matching ok | SEQ : 20174840310, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
20:37:47:10 | I | Matching ok | SEQ : 20174840300, PART : N/A, SCAN N/A, CELL [2,2]
20:37:55:49 | I | Matching ok | SEQ : 20174840290, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
20:38:06:24 | I | Matching ok | SEQ : 20174840280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
20:38:09:91 | I | Matching ok | SEQ : 20174840270, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
20:38:13:91 | I | Matching ok | SEQ : 20174840260, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
20:49:41:98 | I | Matching ok | SEQ : 20174840370, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
20:49:44:02 | I | Matching ok | SEQ : 20174840360, PART : N/A, SCAN N/A, CELL [1,2]
20:49:52:45 | I | Matching ok | SEQ : 20174840350, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
20:49:54:48 | I | Matching ok | SEQ : 20174840340, PART : N/A, SCAN N/A, CELL [1,4]
20:49:56:49 | I | Matching ok | SEQ : 20174840330, PART : N/A, SCAN N/A, CELL [1,5]
20:49:58:51 | I | Matching ok | SEQ : 20174840320, PART : N/A, SCAN N/A, CELL [1,6]
20:50:00:54 | I | Matching ok | SEQ : 20174840430, PART : N/A, SCAN N/A, CELL [2,1]
20:50:06:83 | I | Matching ok | SEQ : 20174840420, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
20:50:13:48 | I | Matching ok | SEQ : 20174840410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
20:50:21:20 | I | Matching ok | SEQ : 20174840400, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
20:50:23:22 | I | Matching ok | SEQ : 20174840390, PART : N/A, SCAN N/A, CELL [2,5]
20:50:28:70 | I | Matching ok | SEQ : 20174840380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
20:59:06:67 | I | Matching ok | SEQ : 20174840490, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
20:59:09:42 | I | Matching ok | SEQ : 20174840480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
20:59:13:27 | I | Matching ok | SEQ : 20174840470, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
20:59:16:54 | I | Matching ok | SEQ : 20174840460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
20:59:19:49 | I | Matching ok | SEQ : 20174840450, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
20:59:25:19 | I | Matching ok | SEQ : 20174840440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
20:59:32:27 | I | Matching ok | SEQ : 20174840550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
20:59:34:29 | I | Matching ok | SEQ : 20174840540, PART : N/A, SCAN N/A, CELL [2,2]
20:59:40:92 | I | Matching ok | SEQ : 20174840530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
20:59:42:95 | I | Matching ok | SEQ : 20174840520, PART : N/A, SCAN N/A, CELL [2,4]
20:59:47:89 | I | Matching ok | SEQ : 20174840510, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
20:59:55:17 | I | Matching ok | SEQ : 20174840500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:40:23:75 | I | Matching ok | SEQ : 20174840610, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:40:26:93 | I | Matching ok | SEQ : 20174840600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:40:29:98 | I | Matching ok | SEQ : 20174840590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:40:34:40 | I | Matching ok | SEQ : 20174840580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
21:40:46:80 | I | Matching ok | SEQ : 20174840570, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
21:40:49:95 | I | Matching ok | SEQ : 20174840560, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:40:55:20 | I | Matching ok | SEQ : 20174840670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
21:41:07:50 | I | Matching ok | SEQ : 20174840660, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
21:41:15:18 | I | Matching ok | SEQ : 20174840650, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
21:42:07:10 | I | Matching ok | SEQ : 20174840640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:42:11:33 | I | Matching ok | SEQ : 20174840630, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:42:15:60 | I | Matching ok | SEQ : 20174840620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
21:50:32:51 | I | Matching ok | SEQ : 20174840730, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:50:37:94 | I | Matching ok | SEQ : 20174840720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:51:21:17 | W | Mismatching | SEQ : 20174840710, PART : 04578885AC, SCAN P52124713AD, CELL [1,3]
21:51:29:22 | I | Matching ok | SEQ : 20174840710, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
21:51:32:24 | I | Matching ok | SEQ : 20174840700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
21:51:47:07 | I | Matching ok | SEQ : 20174840690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
21:51:49:82 | I | Matching ok | SEQ : 20174840680, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
21:51:52:14 | I | Matching ok | SEQ : 20174840790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
21:51:55:12 | I | Matching ok | SEQ : 20174840780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
21:51:57:13 | I | Matching ok | SEQ : 20174840770, PART : N/A, SCAN N/A, CELL [2,3]
21:51:57:99 | I | Matching ok | SEQ : 20174840760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:52:24:77 | I | Matching ok | SEQ : 20174840750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:52:29:87 | I | Matching ok | SEQ : 20174840740, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:59:26:61 | I | Matching ok | SEQ : 20174840850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:59:34:48 | I | Matching ok | SEQ : 20174840840, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:59:41:18 | I | Matching ok | SEQ : 20174840830, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:59:44:08 | I | Matching ok | SEQ : 20174840820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:00:01:28 | I | Matching ok | SEQ : 20174840810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:00:03:30 | I | Matching ok | SEQ : 20174840800, PART : N/A, SCAN N/A, CELL [1,6]
22:00:12:23 | I | Matching ok | SEQ : 20174840910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
22:00:16:55 | I | Matching ok | SEQ : 20174840900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:00:39:26 | I | Matching ok | SEQ : 20174840890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
22:00:45:90 | I | Matching ok | SEQ : 20174840880, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:00:49:86 | I | Matching ok | SEQ : 20174840870, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
22:00:53:66 | I | Matching ok | SEQ : 20174840860, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:15:59:58 | W | Mismatching | SEQ : 20174840970, PART : 52124713AD, SCAN P52124712AD, CELL [1,1]
22:17:35:48 | I | Matching ok | SEQ : 20174840970, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:17:38:73 | I | Matching ok | SEQ : 20174840960, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:17:41:66 | I | Matching ok | SEQ : 20174840950, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
22:17:43:68 | I | Matching ok | SEQ : 20174840940, PART : N/A, SCAN N/A, CELL [1,4]
22:17:52:20 | I | Matching ok | SEQ : 20174840930, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:17:57:28 | W | Mismatching | SEQ : 20174840920, PART : 52124713AD, SCAN P04578885AC, CELL [1,6]
22:18:14:86 | I | Matching ok | SEQ : 20174840920, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:18:19:48 | I | Matching ok | SEQ : 20174841030, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
22:18:24:66 | I | Matching ok | SEQ : 20174841020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:18:28:23 | I | Matching ok | SEQ : 20174841010, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
22:18:32:03 | I | Matching ok | SEQ : 20174841000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:18:34:04 | I | Matching ok | SEQ : 20174840990, PART : N/A, SCAN N/A, CELL [2,5]
22:18:40:16 | I | Matching ok | SEQ : 20174840980, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:26:20:94 | I | Matching ok | SEQ : 20174841090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:26:22:96 | I | Matching ok | SEQ : 20174841080, PART : N/A, SCAN N/A, CELL [1,2]
22:26:23:17 | W | Mismatching | SEQ : 20174841070, PART : N/A, SCAN P52124713AD, CELL [1,3]
22:26:24:99 | I | Matching ok | SEQ : 20174841070, PART : N/A, SCAN N/A, CELL [1,3]
22:26:41:77 | I | Matching ok | SEQ : 20174841060, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:26:46:19 | I | Matching ok | SEQ : 20174841050, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
22:26:51:97 | I | Matching ok | SEQ : 20174841040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:26:56:69 | I | Matching ok | SEQ : 20174841150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
22:27:33:52 | I | Matching ok | SEQ : 20174841140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:27:35:53 | I | Matching ok | SEQ : 20174841130, PART : N/A, SCAN N/A, CELL [2,3]
22:27:37:55 | I | Matching ok | SEQ : 20174841120, PART : N/A, SCAN N/A, CELL [2,4]
22:27:42:88 | I | Matching ok | SEQ : 20174841110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
22:27:48:82 | I | Matching ok | SEQ : 20174841100, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:42:18:29 | I | Matching ok | SEQ : 20174841210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
22:42:22:71 | I | Matching ok | SEQ : 20174841200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:42:24:74 | I | Matching ok | SEQ : 20174841190, PART : N/A, SCAN N/A, CELL [1,3]
22:42:28:64 | I | Matching ok | SEQ : 20174841180, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
22:42:38:71 | I | Matching ok | SEQ : 20174841170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:42:42:12 | I | Matching ok | SEQ : 20174841160, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
22:42:46:87 | I | Matching ok | SEQ : 20174841270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:42:52:84 | I | Matching ok | SEQ : 20174841260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:42:56:94 | I | Matching ok | SEQ : 20174841250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
22:43:01:19 | I | Matching ok | SEQ : 20174841240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:43:07:52 | I | Matching ok | SEQ : 20174841230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
22:43:13:17 | I | Matching ok | SEQ : 20174841220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:52:36:43 | I | Matching ok | SEQ : 20174841330, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:52:38:46 | I | Matching ok | SEQ : 20174841320, PART : N/A, SCAN N/A, CELL [1,2]
22:52:41:78 | W | Mismatching | SEQ : 20174841310, PART : 52124713AD, SCAN P52124D13AD, CELL [1,3]
22:52:50:15 | I | Matching ok | SEQ : 20174841310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
22:52:52:18 | I | Matching ok | SEQ : 20174841300, PART : N/A, SCAN N/A, CELL [1,4]
22:52:54:20 | I | Matching ok | SEQ : 20174841290, PART : N/A, SCAN N/A, CELL [1,5]
22:53:23:13 | I | Matching ok | SEQ : 20174841280, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:54:51:23 | I | Matching ok | SEQ : 20174841390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:55:09:96 | I | Matching ok | SEQ : 20174841380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:55:16:61 | I | Matching ok | SEQ : 20174841370, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
22:55:24:91 | I | Matching ok | SEQ : 20174841360, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:55:31:54 | I | Matching ok | SEQ : 20174841350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
22:55:33:58 | I | Matching ok | SEQ : 20174841340, PART : N/A, SCAN N/A, CELL [2,6]
23:14:58:49 | I | Matching ok | SEQ : 20174841450, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
23:15:02:64 | I | Matching ok | SEQ : 20174841440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
23:15:04:64 | I | Matching ok | SEQ : 20174841430, PART : N/A, SCAN N/A, CELL [1,3]
23:15:09:09 | I | Matching ok | SEQ : 20174841420, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
23:15:11:10 | I | Matching ok | SEQ : 20174841410, PART : N/A, SCAN N/A, CELL [1,5]
23:15:16:49 | I | Matching ok | SEQ : 20174841400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
23:15:18:49 | I | Matching ok | SEQ : 20174841510, PART : N/A, SCAN N/A, CELL [2,1]
23:15:23:59 | I | Matching ok | SEQ : 20174841500, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
23:15:27:16 | I | Matching ok | SEQ : 20174841490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
23:15:29:64 | I | Matching ok | SEQ : 20174841480, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
23:15:31:68 | I | Matching ok | SEQ : 20174841470, PART : N/A, SCAN N/A, CELL [2,5]
23:15:33:72 | I | Matching ok | SEQ : 20174841460, PART : N/A, SCAN N/A, CELL [2,6]
23:29:17:13 | I | Matching ok | SEQ : 20174841570, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
23:29:22:91 | I | Matching ok | SEQ : 20174841560, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
23:29:24:93 | I | Matching ok | SEQ : 20174841550, PART : N/A, SCAN N/A, CELL [1,3]
23:29:53:01 | I | Matching ok | SEQ : 20174841540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
23:29:55:05 | I | Matching ok | SEQ : 20174841530, PART : N/A, SCAN N/A, CELL [1,5]
23:29:58:63 | I | Matching ok | SEQ : 20174841520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
23:30:05:23 | I | Matching ok | SEQ : 20174841630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
23:30:09:33 | I | Matching ok | SEQ : 20174841620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
23:30:11:37 | I | Matching ok | SEQ : 20174841610, PART : N/A, SCAN N/A, CELL [2,3]
23:30:15:16 | I | Matching ok | SEQ : 20174841600, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
23:30:20:68 | I | Matching ok | SEQ : 20174841590, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
23:30:32:01 | I | Matching ok | SEQ : 20174841580, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
23:36:22:42 | W | Mismatching | SEQ : 20174841690, PART : 04578885AC, SCAN TQ42067C1769, CELL [1,1]
23:36:33:69 | I | Matching ok | SEQ : 20174841690, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
23:36:38:37 | I | Matching ok | SEQ : 20174841680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
23:36:40:39 | I | Matching ok | SEQ : 20174841670, PART : N/A, SCAN N/A, CELL [1,3]
23:36:46:09 | I | Matching ok | SEQ : 20174841660, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
23:36:50:24 | I | Matching ok | SEQ : 20174841650, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
23:36:55:85 | I | Matching ok | SEQ : 20174841640, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
23:37:00:74 | I | Matching ok | SEQ : 20174841750, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
23:37:02:76 | I | Matching ok | SEQ : 20174841740, PART : N/A, SCAN N/A, CELL [2,2]
23:37:04:78 | I | Matching ok | SEQ : 20174841730, PART : N/A, SCAN N/A, CELL [2,3]
23:37:22:87 | I | Matching ok | SEQ : 20174841720, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
23:37:26:87 | I | Matching ok | SEQ : 20174841710, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
23:37:31:12 | I | Matching ok | SEQ : 20174841700, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
23:58:35:88 | I | Matching ok | SEQ : 20174841810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
23:58:39:10 | I | Matching ok | SEQ : 20174841800, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
23:58:41:65 | I | Matching ok | SEQ : 20174841790, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
23:58:44:98 | I | Matching ok | SEQ : 20174841780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
23:58:47:20 | I | Matching ok | SEQ : 20174841770, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
23:58:53:37 | I | Matching ok | SEQ : 20174841760, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
23:58:55:92 | I | Matching ok | SEQ : 20174841870, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
23:58:58:57 | I | Matching ok | SEQ : 20174841860, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
23:59:01:68 | I | Matching ok | SEQ : 20174841850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
23:59:03:69 | I | Matching ok | SEQ : 20174841840, PART : N/A, SCAN N/A, CELL [2,4]
23:59:03:87 | I | Matching ok | SEQ : 20174841830, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
23:59:05:88 | I | Matching ok | SEQ : 20174841820, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
