00:11:36:65 | I | Matching ok | SEQ : 20174710530, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
18:54:48:27 | I | Matching ok | SEQ : 20174720080, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
18:54:58:92 | I | Matching ok | SEQ : 20174720190, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
18:55:00:95 | I | Matching ok | SEQ : 20174720180, PART : N/A, SCAN N/A, CELL [2,2]
18:55:11:07 | I | Matching ok | SEQ : 20174720170, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
18:55:13:09 | I | Matching ok | SEQ : 20174720160, PART : N/A, SCAN N/A, CELL [2,4]
18:55:24:20 | I | Matching ok | SEQ : 20174720150, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
18:55:26:21 | I | Matching ok | SEQ : 20174720140, PART : N/A, SCAN N/A, CELL [2,6]
19:03:21:58 | I | Matching ok | SEQ : 20174720250, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
19:03:23:61 | I | Matching ok | SEQ : 20174720240, PART : N/A, SCAN N/A, CELL [1,2]
19:03:33:43 | I | Matching ok | SEQ : 20174720230, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
19:03:35:44 | I | Matching ok | SEQ : 20174720220, PART : N/A, SCAN N/A, CELL [1,4]
19:03:48:86 | I | Matching ok | SEQ : 20174720210, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
19:03:52:73 | I | Matching ok | SEQ : 20174720200, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
19:03:59:33 | I | Matching ok | SEQ : 20174720310, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
19:04:05:13 | I | Matching ok | SEQ : 20174720300, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:04:23:26 | I | Matching ok | SEQ : 20174720290, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
19:04:30:06 | I | Matching ok | SEQ : 20174720280, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
19:04:34:63 | I | Matching ok | SEQ : 20174720270, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
19:04:40:31 | I | Matching ok | SEQ : 20174720260, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
19:16:09:75 | I | Matching ok | SEQ : 20174720370, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
19:16:21:62 | I | Matching ok | SEQ : 20174720360, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
19:16:26:70 | I | Matching ok | SEQ : 20174720350, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
19:16:40:93 | I | Matching ok | SEQ : 20174720340, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
19:16:44:40 | I | Matching ok | SEQ : 20174720330, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
19:17:12:20 | I | Matching ok | SEQ : 20174720320, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
19:17:27:05 | I | Matching ok | SEQ : 20174720430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
19:17:40:18 | I | Matching ok | SEQ : 20174720420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:17:51:35 | I | Matching ok | SEQ : 20174720410, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
19:18:13:96 | I | Matching ok | SEQ : 20174720400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
19:18:31:80 | I | Matching ok | SEQ : 20174720390, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
19:18:49:48 | I | Matching ok | SEQ : 20174720380, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
19:27:10:19 | I | Matching ok | SEQ : 20174720490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
19:27:24:21 | I | Matching ok | SEQ : 20174720480, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
19:27:38:27 | I | Matching ok | SEQ : 20174720470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
19:27:50:29 | I | Matching ok | SEQ : 20174720460, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
19:28:00:47 | I | Matching ok | SEQ : 20174720450, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
19:28:19:47 | I | Matching ok | SEQ : 20174720440, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
19:28:21:48 | I | Matching ok | SEQ : 20174720550, PART : N/A, SCAN N/A, CELL [2,1]
19:28:32:72 | I | Matching ok | SEQ : 20174720540, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:28:45:57 | I | Matching ok | SEQ : 20174720530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
19:29:13:42 | I | Matching ok | SEQ : 20174720520, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
19:30:06:14 | I | Matching ok | SEQ : 20174720510, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
19:30:15:32 | I | Matching ok | SEQ : 20174720500, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
19:30:17:39 | I | Matching ok | SEQ : 20174720610, PART : N/A, SCAN N/A, CELL [1,1]
19:40:55:33 | I | Matching ok | SEQ : 20174720600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
19:40:57:37 | I | Matching ok | SEQ : 20174720590, PART : N/A, SCAN N/A, CELL [1,3]
19:41:08:66 | I | Matching ok | SEQ : 20174720580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
19:41:20:93 | I | Matching ok | SEQ : 20174720570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
19:41:38:36 | I | Matching ok | SEQ : 20174720560, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
19:41:40:38 | I | Matching ok | SEQ : 20174720670, PART : N/A, SCAN N/A, CELL [2,1]
19:41:49:09 | I | Matching ok | SEQ : 20174720660, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:41:54:29 | I | Matching ok | SEQ : 20174720650, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
19:42:06:44 | I | Matching ok | SEQ : 20174720640, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
19:42:15:06 | I | Matching ok | SEQ : 20174720630, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
19:42:21:39 | I | Matching ok | SEQ : 20174720620, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
19:53:02:93 | I | Matching ok | SEQ : 20174720730, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
19:53:26:50 | I | Matching ok | SEQ : 20174720720, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
19:53:36:43 | I | Matching ok | SEQ : 20174720710, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
19:53:42:68 | I | Matching ok | SEQ : 20174720700, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
19:53:48:98 | I | Matching ok | SEQ : 20174720690, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
19:54:01:20 | I | Matching ok | SEQ : 20174720680, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
19:54:06:45 | I | Matching ok | SEQ : 20174720790, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
19:54:15:85 | I | Matching ok | SEQ : 20174720780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
19:54:17:90 | I | Matching ok | SEQ : 20174720770, PART : N/A, SCAN N/A, CELL [2,3]
19:54:23:61 | I | Matching ok | SEQ : 20174720760, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
19:54:33:68 | I | Matching ok | SEQ : 20174720750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
19:54:40:78 | I | Matching ok | SEQ : 20174720740, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
20:26:42:74 | I | Matching ok | SEQ : 20174720850, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
20:26:59:93 | I | Matching ok | SEQ : 20174720840, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
20:27:08:80 | I | Matching ok | SEQ : 20174720830, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
20:27:42:75 | I | Matching ok | SEQ : 20174720820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
20:27:45:05 | I | Matching ok | SEQ : 20174720810, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
20:28:13:35 | I | Matching ok | SEQ : 20174720800, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
20:28:21:96 | I | Matching ok | SEQ : 20174720910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
20:28:32:95 | I | Matching ok | SEQ : 20174720900, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
20:28:38:93 | I | Matching ok | SEQ : 20174720890, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
20:28:45:65 | I | Matching ok | SEQ : 20174720880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
20:28:51:28 | I | Matching ok | SEQ : 20174720870, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
20:29:00:33 | I | Matching ok | SEQ : 20174720860, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
20:41:24:60 | I | Matching ok | SEQ : 20174720970, PART : 68193661AB, SCAN P68193661AB, CELL [1,1]
20:41:34:32 | I | Matching ok | SEQ : 20174720960, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
20:41:36:34 | I | Matching ok | SEQ : 20174720950, PART : N/A, SCAN N/A, CELL [1,3]
20:41:43:53 | I | Matching ok | SEQ : 20174720940, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
20:41:49:45 | I | Matching ok | SEQ : 20174720930, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
20:41:56:97 | I | Matching ok | SEQ : 20174720920, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
20:41:58:99 | I | Matching ok | SEQ : 20174721030, PART : N/A, SCAN N/A, CELL [2,1]
20:42:05:77 | I | Matching ok | SEQ : 20174721020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
20:42:12:70 | I | Matching ok | SEQ : 20174721010, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
20:42:34:47 | I | Matching ok | SEQ : 20174721000, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
20:42:40:25 | I | Matching ok | SEQ : 20174720990, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
20:42:48:20 | I | Matching ok | SEQ : 20174720980, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
20:51:45:01 | I | Matching ok | SEQ : 20174721090, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
20:51:57:31 | I | Matching ok | SEQ : 20174721080, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
20:52:12:86 | I | Matching ok | SEQ : 20174721070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
20:52:28:69 | I | Matching ok | SEQ : 20174721060, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
20:52:32:52 | I | Matching ok | SEQ : 20174721050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
20:52:34:54 | I | Matching ok | SEQ : 20174721040, PART : N/A, SCAN N/A, CELL [1,6]
20:52:47:69 | I | Matching ok | SEQ : 20174721150, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
20:52:49:70 | I | Matching ok | SEQ : 20174721140, PART : N/A, SCAN N/A, CELL [2,2]
20:52:55:74 | I | Matching ok | SEQ : 20174721130, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
20:53:06:06 | I | Matching ok | SEQ : 20174721120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
20:53:17:74 | I | Matching ok | SEQ : 20174721110, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
20:53:19:75 | I | Matching ok | SEQ : 20174721100, PART : N/A, SCAN N/A, CELL [2,6]
20:59:55:55 | I | Matching ok | SEQ : 20174721210, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
21:00:00:75 | I | Matching ok | SEQ : 20174721200, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
21:00:14:75 | I | Matching ok | SEQ : 20174721190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:00:51:95 | I | Matching ok | SEQ : 20174721180, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
21:00:56:20 | I | Matching ok | SEQ : 20174721170, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
21:01:01:65 | I | Matching ok | SEQ : 20174721160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:01:09:00 | I | Matching ok | SEQ : 20174721270, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
21:01:32:87 | I | Matching ok | SEQ : 20174721260, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
21:01:39:68 | I | Matching ok | SEQ : 20174721250, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
21:01:45:30 | I | Matching ok | SEQ : 20174721240, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
21:02:37:75 | I | Matching ok | SEQ : 20174721230, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:02:44:85 | I | Matching ok | SEQ : 20174721220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:02:46:92 | I | Matching ok | SEQ : 20174721330, PART : N/A, SCAN N/A, CELL [1,1]
21:09:18:01 | I | Matching ok | SEQ : 20174721320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:09:28:89 | I | Matching ok | SEQ : 20174721310, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
21:09:38:14 | I | Matching ok | SEQ : 20174721300, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
21:09:47:84 | I | Matching ok | SEQ : 20174721290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
21:09:57:24 | I | Matching ok | SEQ : 20174721280, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
21:10:03:71 | I | Matching ok | SEQ : 20174721390, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
21:10:16:59 | I | Matching ok | SEQ : 20174721380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
21:10:28:44 | I | Matching ok | SEQ : 20174721370, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
21:10:30:46 | I | Matching ok | SEQ : 20174721360, PART : N/A, SCAN N/A, CELL [2,4]
21:10:35:94 | I | Matching ok | SEQ : 20174721350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:10:37:95 | I | Matching ok | SEQ : 20174721340, PART : N/A, SCAN N/A, CELL [2,6]
21:20:47:91 | I | Matching ok | SEQ : 20174721450, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:20:53:95 | I | Matching ok | SEQ : 20174721440, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
21:21:01:10 | I | Matching ok | SEQ : 20174721430, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
21:21:03:14 | I | Matching ok | SEQ : 20174721420, PART : N/A, SCAN N/A, CELL [1,4]
21:21:05:17 | I | Matching ok | SEQ : 20174721410, PART : N/A, SCAN N/A, CELL [1,5]
21:21:14:23 | I | Matching ok | SEQ : 20174721400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:21:39:70 | I | Matching ok | SEQ : 20174721510, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
21:21:46:78 | I | Matching ok | SEQ : 20174721500, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
21:21:55:23 | I | Matching ok | SEQ : 20174721490, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
21:22:04:00 | I | Matching ok | SEQ : 20174721480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:22:10:98 | I | Matching ok | SEQ : 20174721470, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
21:22:16:58 | I | Matching ok | SEQ : 20174721460, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
21:42:31:58 | I | Matching ok | SEQ : 20174721570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
21:42:36:06 | I | Matching ok | SEQ : 20174721560, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:42:43:16 | I | Matching ok | SEQ : 20174721550, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
21:42:47:93 | I | Matching ok | SEQ : 20174721540, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
21:43:05:08 | I | Matching ok | SEQ : 20174721530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
21:43:37:46 | W | Mismatching | SEQ : 20174721520, PART : 68193661AB, SCAN P04578885AC, CELL [1,6]
21:43:51:21 | I | Matching ok | SEQ : 20174721520, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
21:43:55:74 | I | Matching ok | SEQ : 20174721630, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
21:44:00:51 | I | Matching ok | SEQ : 20174721620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
21:44:03:59 | I | Matching ok | SEQ : 20174721610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
21:44:17:81 | I | Matching ok | SEQ : 20174721600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:44:26:59 | I | Matching ok | SEQ : 20174721590, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
21:44:34:69 | I | Matching ok | SEQ : 20174721580, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
21:54:04:70 | I | Matching ok | SEQ : 20174721690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:54:24:57 | I | Matching ok | SEQ : 20174721680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:54:40:35 | I | Matching ok | SEQ : 20174721670, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:54:42:37 | I | Matching ok | SEQ : 20174721660, PART : N/A, SCAN N/A, CELL [1,4]
21:54:55:95 | I | Matching ok | SEQ : 20174721650, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
21:55:30:33 | I | Matching ok | SEQ : 20174721640, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:55:32:37 | I | Matching ok | SEQ : 20174721750, PART : N/A, SCAN N/A, CELL [2,1]
21:55:52:03 | I | Matching ok | SEQ : 20174721740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
21:56:17:83 | I | Matching ok | SEQ : 20174721730, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
21:56:19:84 | I | Matching ok | SEQ : 20174721720, PART : N/A, SCAN N/A, CELL [2,4]
21:56:36:13 | I | Matching ok | SEQ : 20174721710, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
21:56:48:35 | I | Matching ok | SEQ : 20174721700, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
22:05:05:87 | I | Matching ok | SEQ : 20174721810, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
22:05:23:67 | I | Matching ok | SEQ : 20174721800, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
22:05:25:67 | I | Matching ok | SEQ : 20174721790, PART : N/A, SCAN N/A, CELL [1,3]
22:05:37:59 | I | Matching ok | SEQ : 20174721780, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:06:00:49 | I | Matching ok | SEQ : 20174721770, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
22:06:12:44 | I | Matching ok | SEQ : 20174721760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:06:25:67 | I | Matching ok | SEQ : 20174721870, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
22:06:35:57 | I | Matching ok | SEQ : 20174721860, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
22:06:44:72 | I | Matching ok | SEQ : 20174721850, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
22:06:49:62 | I | Matching ok | SEQ : 20174721840, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
22:06:57:27 | I | Matching ok | SEQ : 20174721830, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
22:07:04:29 | I | Matching ok | SEQ : 20174721820, PART : 68193661AB, SCAN P68193661AB, CELL [2,6]
22:18:39:08 | I | Matching ok | SEQ : 20174721930, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
22:18:51:93 | I | Matching ok | SEQ : 20174721920, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
22:18:57:44 | I | Matching ok | SEQ : 20174721910, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
22:19:09:64 | I | Matching ok | SEQ : 20174721900, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:19:20:91 | I | Matching ok | SEQ : 20174721890, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
22:19:34:64 | I | Matching ok | SEQ : 20174721880, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:19:49:71 | I | Matching ok | SEQ : 20174721990, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
22:19:55:34 | I | Matching ok | SEQ : 20174721980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:19:57:36 | I | Matching ok | SEQ : 20174721970, PART : N/A, SCAN N/A, CELL [2,3]
22:20:08:96 | I | Matching ok | SEQ : 20174721960, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
22:20:17:59 | I | Matching ok | SEQ : 20174721950, PART : 68193661AB, SCAN P68193661AB, CELL [2,5]
22:20:27:74 | I | Matching ok | SEQ : 20174721940, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
22:30:16:28 | W | Mismatching | SEQ : 20174722050, PART : 04578885AC, SCAN TQ41907C0671, CELL [1,1]
22:30:23:98 | I | Matching ok | SEQ : 20174722050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
22:30:27:23 | I | Matching ok | SEQ : 20174722040, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
22:30:32:36 | I | Matching ok | SEQ : 20174722030, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
22:30:41:23 | I | Matching ok | SEQ : 20174722020, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:30:43:25 | I | Matching ok | SEQ : 20174722010, PART : N/A, SCAN N/A, CELL [1,5]
22:30:50:45 | I | Matching ok | SEQ : 20174722000, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
22:31:08:33 | I | Matching ok | SEQ : 20174722110, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:31:10:35 | I | Matching ok | SEQ : 20174722100, PART : N/A, SCAN N/A, CELL [2,2]
22:32:16:70 | W | Mismatching | SEQ : 20174722090, PART : 52124713AD, SCAN P04578885AC, CELL [2,3]
22:32:26:38 | I | Matching ok | SEQ : 20174722090, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
22:32:32:88 | I | Matching ok | SEQ : 20174722080, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
22:32:40:53 | I | Matching ok | SEQ : 20174722070, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
22:32:42:56 | I | Matching ok | SEQ : 20174722060, PART : N/A, SCAN N/A, CELL [2,6]
22:40:26:02 | I | Matching ok | SEQ : 20174722170, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:40:28:03 | I | Matching ok | SEQ : 20174722160, PART : N/A, SCAN N/A, CELL [1,2]
22:40:35:94 | I | Matching ok | SEQ : 20174722150, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
22:40:48:84 | I | Matching ok | SEQ : 20174722140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:41:08:17 | I | Matching ok | SEQ : 20174722130, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
22:41:14:89 | I | Matching ok | SEQ : 20174722120, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
22:41:25:24 | W | Mismatching | SEQ : 20174722230, PART : 52124713AD, SCAN P04578885AC, CELL [2,1]
22:41:36:29 | I | Matching ok | SEQ : 20174722230, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:41:44:14 | I | Matching ok | SEQ : 20174722220, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
22:41:53:42 | I | Matching ok | SEQ : 20174722210, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
22:42:02:97 | I | Matching ok | SEQ : 20174722200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:42:10:59 | I | Matching ok | SEQ : 20174722190, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
22:42:26:67 | I | Matching ok | SEQ : 20174722180, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
22:52:08:66 | I | Matching ok | SEQ : 20174722290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:52:25:14 | I | Matching ok | SEQ : 20174722280, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
22:52:30:41 | I | Matching ok | SEQ : 20174722270, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
22:52:34:83 | I | Matching ok | SEQ : 20174722260, PART : 68193661AB, SCAN P68193661AB, CELL [1,4]
22:52:36:84 | I | Matching ok | SEQ : 20174722250, PART : N/A, SCAN N/A, CELL [1,5]
22:52:44:61 | I | Matching ok | SEQ : 20174722240, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
22:52:54:76 | I | Matching ok | SEQ : 20174722350, PART : 68193661AB, SCAN P68193661AB, CELL [2,1]
22:53:12:46 | I | Matching ok | SEQ : 20174722340, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
22:53:18:53 | I | Matching ok | SEQ : 20174722330, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
22:53:26:11 | I | Matching ok | SEQ : 20174722320, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:53:32:14 | I | Matching ok | SEQ : 20174722310, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
22:53:38:68 | I | Matching ok | SEQ : 20174722300, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
23:35:49:62 | I | Matching ok | SEQ : 20174722410, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
23:36:01:65 | I | Matching ok | SEQ : 20174722400, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
23:36:44:50 | I | Matching ok | SEQ : 20174722390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
23:36:55:87 | I | Matching ok | SEQ : 20174722380, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
23:37:07:62 | I | Matching ok | SEQ : 20174722370, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
23:37:19:72 | I | Matching ok | SEQ : 20174722360, PART : 04578885AC, SCAN P04578885AC, CELL [1,6]
23:37:37:35 | I | Matching ok | SEQ : 20174722470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
23:37:41:50 | I | Matching ok | SEQ : 20174722460, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
23:37:43:55 | I | Matching ok | SEQ : 20174722450, PART : N/A, SCAN N/A, CELL [2,3]
23:37:52:05 | I | Matching ok | SEQ : 20174722440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
23:38:02:38 | I | Matching ok | SEQ : 20174722430, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
23:38:04:42 | I | Matching ok | SEQ : 20174722420, PART : N/A, SCAN N/A, CELL [2,6]
23:38:06:64 | I | Matching ok | SEQ : 20174722530, PART : N/A, SCAN N/A, CELL [1,1]
23:46:18:89 | I | Matching ok | SEQ : 20174722520, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
23:46:28:56 | I | Matching ok | SEQ : 20174722510, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
23:46:51:09 | I | Matching ok | SEQ : 20174722500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
