00:05:48:90 | W | Mismatching | SEQ : 20174734890, PART : 52124713AD, SCAN P52124712AD, CELL [1,1]
19:11:45:55 | I | Matching ok | SEQ : 20174744370, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
19:11:49:33 | I | Matching ok | SEQ : 20174744360, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
19:11:51:35 | I | Matching ok | SEQ : 20174744350, PART : N/A, SCAN N/A, CELL [1,3]
19:12:17:96 | I | Matching ok | SEQ : 20174744340, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
19:12:30:23 | I | Matching ok | SEQ : 20174744330, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
19:12:41:26 | I | Matching ok | SEQ : 20174744320, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
19:12:52:68 | I | Matching ok | SEQ : 20174744430, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
19:13:03:15 | I | Matching ok | SEQ : 20174744420, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:13:15:83 | I | Matching ok | SEQ : 20174744410, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
19:13:28:68 | I | Matching ok | SEQ : 20174744400, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
19:13:47:03 | I | Matching ok | SEQ : 20174744390, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
19:13:49:66 | I | Matching ok | SEQ : 20174744380, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
19:25:17:22 | I | Matching ok | SEQ : 20174744490, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
19:25:19:25 | I | Matching ok | SEQ : 20174744480, PART : N/A, SCAN N/A, CELL [1,2]
19:25:37:72 | I | Matching ok | SEQ : 20174744470, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
19:25:49:62 | I | Matching ok | SEQ : 20174744460, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
19:25:51:64 | I | Matching ok | SEQ : 20174744450, PART : N/A, SCAN N/A, CELL [1,5]
19:25:53:65 | I | Matching ok | SEQ : 20174744440, PART : N/A, SCAN N/A, CELL [1,6]
19:25:57:87 | I | Matching ok | SEQ : 20174744550, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
19:26:12:25 | I | Matching ok | SEQ : 20174744540, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:26:26:32 | I | Matching ok | SEQ : 20174744530, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
19:26:28:35 | I | Matching ok | SEQ : 20174744520, PART : N/A, SCAN N/A, CELL [2,4]
19:26:30:38 | I | Matching ok | SEQ : 20174744510, PART : N/A, SCAN N/A, CELL [2,5]
19:26:38:10 | I | Matching ok | SEQ : 20174744500, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
19:39:29:34 | I | Matching ok | SEQ : 20174744610, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
19:39:41:82 | I | Matching ok | SEQ : 20174744600, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
19:39:54:32 | I | Matching ok | SEQ : 20174744590, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
19:40:03:89 | I | Matching ok | SEQ : 20174744580, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
19:40:13:54 | I | Matching ok | SEQ : 20174744570, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
19:40:27:29 | I | Matching ok | SEQ : 20174744560, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
19:40:39:29 | I | Matching ok | SEQ : 20174744670, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
19:40:48:34 | I | Matching ok | SEQ : 20174744660, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
19:41:07:19 | I | Matching ok | SEQ : 20174744650, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
19:41:09:21 | I | Matching ok | SEQ : 20174744640, PART : N/A, SCAN N/A, CELL [2,4]
19:41:11:23 | I | Matching ok | SEQ : 20174744630, PART : N/A, SCAN N/A, CELL [2,5]
19:41:26:57 | I | Matching ok | SEQ : 20174744620, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
19:41:28:68 | I | Matching ok | SEQ : 20174744730, PART : N/A, SCAN N/A, CELL [1,1]
19:52:03:74 | I | Matching ok | SEQ : 20174744720, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
19:52:30:04 | I | Matching ok | SEQ : 20174744710, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
19:52:47:44 | I | Matching ok | SEQ : 20174744700, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
19:53:03:11 | I | Matching ok | SEQ : 20174744690, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
19:53:05:13 | I | Matching ok | SEQ : 20174744680, PART : N/A, SCAN N/A, CELL [1,6]
19:53:27:01 | I | Matching ok | SEQ : 20174744790, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
19:53:39:69 | I | Matching ok | SEQ : 20174744780, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
19:53:50:29 | I | Matching ok | SEQ : 20174744770, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
19:53:56:16 | I | Matching ok | SEQ : 20174744760, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
19:54:08:96 | I | Matching ok | SEQ : 20174744750, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
19:54:10:97 | I | Matching ok | SEQ : 20174744740, PART : N/A, SCAN N/A, CELL [2,6]
20:23:56:41 | I | Matching ok | SEQ : 20174744850, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
20:23:59:01 | I | Matching ok | SEQ : 20174744840, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
20:24:01:02 | I | Matching ok | SEQ : 20174744830, PART : N/A, SCAN N/A, CELL [1,3]
20:24:39:16 | I | Matching ok | SEQ : 20174744820, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
20:24:52:93 | I | Matching ok | SEQ : 20174744810, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
20:24:54:95 | I | Matching ok | SEQ : 20174744800, PART : N/A, SCAN N/A, CELL [1,6]
20:25:04:06 | I | Matching ok | SEQ : 20174744910, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
20:25:06:08 | I | Matching ok | SEQ : 20174744900, PART : N/A, SCAN N/A, CELL [2,2]
20:25:10:69 | I | Matching ok | SEQ : 20174744890, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
20:25:28:78 | I | Matching ok | SEQ : 20174744880, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
20:25:37:48 | I | Matching ok | SEQ : 20174744870, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
20:25:39:49 | I | Matching ok | SEQ : 20174744860, PART : N/A, SCAN N/A, CELL [2,6]
20:25:41:58 | I | Matching ok | SEQ : 20174744970, PART : N/A, SCAN N/A, CELL [1,1]
20:33:01:94 | I | Matching ok | SEQ : 20174744960, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
20:33:03:97 | I | Matching ok | SEQ : 20174744950, PART : N/A, SCAN N/A, CELL [1,3]
20:33:11:77 | I | Matching ok | SEQ : 20174744940, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
20:33:13:80 | I | Matching ok | SEQ : 20174744930, PART : N/A, SCAN N/A, CELL [1,5]
20:33:26:87 | I | Matching ok | SEQ : 20174744920, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
20:33:28:88 | I | Matching ok | SEQ : 20174745030, PART : N/A, SCAN N/A, CELL [2,1]
20:33:36:99 | I | Matching ok | SEQ : 20174745020, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
20:33:43:17 | I | Matching ok | SEQ : 20174745010, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
20:33:47:55 | I | Matching ok | SEQ : 20174745000, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
20:33:56:59 | I | Matching ok | SEQ : 20174744990, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
20:34:00:22 | I | Matching ok | SEQ : 20174744980, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
20:44:03:51 | I | Matching ok | SEQ : 20174745090, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
20:44:06:79 | I | Matching ok | SEQ : 20174745080, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
20:44:11:66 | I | Matching ok | SEQ : 20174745070, PART : 04578885AC, SCAN P04578885AC, CELL [1,3]
20:44:13:68 | I | Matching ok | SEQ : 20174745060, PART : N/A, SCAN N/A, CELL [1,4]
20:44:19:11 | I | Matching ok | SEQ : 20174745050, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
20:44:24:24 | I | Matching ok | SEQ : 20174745040, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
20:44:31:41 | I | Matching ok | SEQ : 20174745150, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
20:44:38:76 | I | Matching ok | SEQ : 20174745140, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
20:44:47:89 | I | Matching ok | SEQ : 20174745130, PART : 04578885AC, SCAN P04578885AC, CELL [2,3]
20:45:04:04 | I | Matching ok | SEQ : 20174745120, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
20:45:06:05 | I | Matching ok | SEQ : 20174745110, PART : N/A, SCAN N/A, CELL [2,5]
20:45:08:61 | I | Matching ok | SEQ : 20174745100, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
20:45:10:75 | I | Matching ok | SEQ : 20174745210, PART : N/A, SCAN N/A, CELL [1,1]
20:54:30:50 | I | Matching ok | SEQ : 20174745200, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
20:54:34:02 | I | Matching ok | SEQ : 20174745190, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
20:54:36:03 | I | Matching ok | SEQ : 20174745180, PART : N/A, SCAN N/A, CELL [1,4]
20:55:41:05 | I | Matching ok | SEQ : 20174745170, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
20:55:48:40 | I | Matching ok | SEQ : 20174745160, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
20:55:54:78 | I | Matching ok | SEQ : 20174745270, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
20:56:03:70 | I | Matching ok | SEQ : 20174745260, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
20:56:11:33 | I | Matching ok | SEQ : 20174745250, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
20:56:24:53 | I | Matching ok | SEQ : 20174745240, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
20:56:31:90 | I | Matching ok | SEQ : 20174745230, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
20:56:42:78 | I | Matching ok | SEQ : 20174745220, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:04:27:16 | I | Matching ok | SEQ : 20174745330, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
21:05:01:27 | I | Matching ok | SEQ : 20174745320, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:05:15:44 | I | Matching ok | SEQ : 20174745310, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:05:44:57 | I | Matching ok | SEQ : 20174745300, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
21:06:06:57 | I | Matching ok | SEQ : 20174745290, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
21:06:21:04 | I | Matching ok | SEQ : 20174745280, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
21:06:31:22 | I | Matching ok | SEQ : 20174745390, PART : 04578885AC, SCAN P04578885AC, CELL [2,1]
21:06:51:65 | I | Matching ok | SEQ : 20174745380, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
21:07:02:65 | I | Matching ok | SEQ : 20174745370, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
21:07:10:59 | I | Matching ok | SEQ : 20174745360, PART : 04578885AC, SCAN P04578885AC, CELL [2,4]
21:07:22:97 | I | Matching ok | SEQ : 20174745350, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:07:34:02 | I | Matching ok | SEQ : 20174745340, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:07:36:12 | I | Matching ok | SEQ : 20174745450, PART : N/A, SCAN N/A, CELL [1,1]
21:16:20:66 | I | Matching ok | SEQ : 20174745440, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:16:36:88 | I | Matching ok | SEQ : 20174745430, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:16:47:91 | I | Matching ok | SEQ : 20174745420, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
21:16:49:92 | I | Matching ok | SEQ : 20174745410, PART : N/A, SCAN N/A, CELL [1,5]
21:16:55:31 | I | Matching ok | SEQ : 20174745400, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:16:57:31 | I | Matching ok | SEQ : 20174745510, PART : N/A, SCAN N/A, CELL [2,1]
21:17:03:04 | I | Matching ok | SEQ : 20174745500, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
21:17:26:21 | I | Matching ok | SEQ : 20174745490, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
21:17:33:58 | I | Matching ok | SEQ : 20174745480, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:17:39:88 | I | Matching ok | SEQ : 20174745470, PART : 04578885AC, SCAN P04578885AC, CELL [2,5]
21:17:48:68 | I | Matching ok | SEQ : 20174745460, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:28:33:72 | I | Matching ok | SEQ : 20174745570, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
21:28:37:33 | I | Matching ok | SEQ : 20174745560, PART : 04578885AC, SCAN P04578885AC, CELL [1,2]
21:28:49:95 | I | Matching ok | SEQ : 20174745550, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:29:10:27 | I | Matching ok | SEQ : 20174745540, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
21:29:15:87 | I | Matching ok | SEQ : 20174745530, PART : 04578885AC, SCAN P04578885AC, CELL [1,5]
21:29:22:05 | I | Matching ok | SEQ : 20174745520, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:29:32:85 | I | Matching ok | SEQ : 20174745630, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
21:29:44:90 | I | Matching ok | SEQ : 20174745620, PART : 04578885AC, SCAN P04578885AC, CELL [2,2]
21:29:55:75 | I | Matching ok | SEQ : 20174745610, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
21:30:01:63 | I | Matching ok | SEQ : 20174745600, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:30:19:70 | I | Matching ok | SEQ : 20174745590, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:30:35:00 | I | Matching ok | SEQ : 20174745580, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:38:58:41 | I | Matching ok | SEQ : 20174745690, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:39:09:14 | I | Matching ok | SEQ : 20174745680, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
21:39:22:49 | I | Matching ok | SEQ : 20174745670, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:39:26:09 | I | Matching ok | SEQ : 20174745660, PART : 04578885AC, SCAN P04578885AC, CELL [1,4]
21:39:43:31 | I | Matching ok | SEQ : 20174745650, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
21:39:47:77 | I | Matching ok | SEQ : 20174745640, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:39:49:78 | I | Matching ok | SEQ : 20174745750, PART : N/A, SCAN N/A, CELL [2,1]
21:39:56:46 | I | Matching ok | SEQ : 20174745740, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
21:40:13:86 | I | Matching ok | SEQ : 20174745730, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
21:40:20:69 | I | Matching ok | SEQ : 20174745720, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:40:22:76 | I | Matching ok | SEQ : 20174745710, PART : N/A, SCAN N/A, CELL [2,5]
21:40:25:67 | I | Matching ok | SEQ : 20174745700, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
21:50:02:68 | I | Matching ok | SEQ : 20174745810, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
21:50:04:70 | I | Matching ok | SEQ : 20174745800, PART : N/A, SCAN N/A, CELL [1,2]
21:50:13:83 | I | Matching ok | SEQ : 20174745790, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
21:50:15:86 | I | Matching ok | SEQ : 20174745780, PART : N/A, SCAN N/A, CELL [1,4]
21:50:17:87 | I | Matching ok | SEQ : 20174745770, PART : N/A, SCAN N/A, CELL [1,5]
21:50:27:58 | I | Matching ok | SEQ : 20174745760, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
21:50:29:60 | I | Matching ok | SEQ : 20174745870, PART : N/A, SCAN N/A, CELL [2,1]
21:50:31:61 | I | Matching ok | SEQ : 20174745860, PART : N/A, SCAN N/A, CELL [2,2]
21:50:35:28 | I | Matching ok | SEQ : 20174745850, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
21:50:39:36 | I | Matching ok | SEQ : 20174745840, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
21:50:49:91 | I | Matching ok | SEQ : 20174745830, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
21:50:53:11 | I | Matching ok | SEQ : 20174745820, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:00:27:22 | I | Matching ok | SEQ : 20174745930, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:00:31:32 | I | Matching ok | SEQ : 20174745920, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:00:33:34 | I | Matching ok | SEQ : 20174745910, PART : N/A, SCAN N/A, CELL [1,3]
22:00:35:35 | I | Matching ok | SEQ : 20174745900, PART : N/A, SCAN N/A, CELL [1,4]
22:00:39:57 | I | Matching ok | SEQ : 20174745890, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:00:46:29 | I | Matching ok | SEQ : 20174745880, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
22:00:53:22 | I | Matching ok | SEQ : 20174745990, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:00:58:92 | I | Matching ok | SEQ : 20174745980, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:01:00:95 | I | Matching ok | SEQ : 20174745970, PART : N/A, SCAN N/A, CELL [2,3]
22:01:08:82 | I | Matching ok | SEQ : 20174745960, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:01:13:32 | I | Matching ok | SEQ : 20174745950, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
22:01:15:34 | I | Matching ok | SEQ : 20174745940, PART : N/A, SCAN N/A, CELL [2,6]
22:13:49:52 | I | Matching ok | SEQ : 20174746050, PART : 04578885AC, SCAN P04578885AC, CELL [1,1]
22:13:53:79 | I | Matching ok | SEQ : 20174746040, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:13:56:94 | I | Matching ok | SEQ : 20174746030, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
22:13:58:95 | I | Matching ok | SEQ : 20174746020, PART : N/A, SCAN N/A, CELL [1,4]
22:14:23:74 | I | Matching ok | SEQ : 20174746010, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:14:29:37 | I | Matching ok | SEQ : 20174746000, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:14:31:41 | I | Matching ok | SEQ : 20174746110, PART : N/A, SCAN N/A, CELL [2,1]
22:14:33:44 | I | Matching ok | SEQ : 20174746100, PART : N/A, SCAN N/A, CELL [2,2]
22:14:41:44 | I | Matching ok | SEQ : 20174746090, PART : 68193661AB, SCAN P68193661AB, CELL [2,3]
22:14:49:99 | I | Matching ok | SEQ : 20174746080, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:14:52:03 | I | Matching ok | SEQ : 20174746070, PART : N/A, SCAN N/A, CELL [2,5]
22:14:54:89 | I | Matching ok | SEQ : 20174746060, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:24:12:83 | I | Matching ok | SEQ : 20174746170, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:24:23:43 | I | Matching ok | SEQ : 20174746160, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:24:36:40 | I | Matching ok | SEQ : 20174746150, PART : 68193661AB, SCAN P68193661AB, CELL [1,3]
22:24:52:80 | I | Matching ok | SEQ : 20174746140, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:25:05:13 | I | Matching ok | SEQ : 20174746130, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:25:16:01 | I | Matching ok | SEQ : 20174746120, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:25:18:02 | I | Matching ok | SEQ : 20174746230, PART : N/A, SCAN N/A, CELL [2,1]
22:25:20:04 | I | Matching ok | SEQ : 20174746220, PART : N/A, SCAN N/A, CELL [2,2]
22:25:33:01 | I | Matching ok | SEQ : 20174746210, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
22:25:36:60 | I | Matching ok | SEQ : 20174746200, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:25:38:62 | I | Matching ok | SEQ : 20174746190, PART : N/A, SCAN N/A, CELL [2,5]
22:25:54:31 | I | Matching ok | SEQ : 20174746180, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:33:42:12 | I | Matching ok | SEQ : 20174746290, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
22:33:59:99 | I | Matching ok | SEQ : 20174746280, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:34:09:32 | I | Matching ok | SEQ : 20174746270, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
22:34:11:34 | I | Matching ok | SEQ : 20174746260, PART : N/A, SCAN N/A, CELL [1,4]
22:34:13:35 | I | Matching ok | SEQ : 20174746250, PART : N/A, SCAN N/A, CELL [1,5]
22:34:16:49 | I | Matching ok | SEQ : 20174746240, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
22:34:28:79 | I | Matching ok | SEQ : 20174746350, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:34:36:00 | I | Matching ok | SEQ : 20174746340, PART : 68193661AB, SCAN P68193661AB, CELL [2,2]
22:34:43:04 | I | Matching ok | SEQ : 20174746330, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
22:35:14:32 | I | Matching ok | SEQ : 20174746320, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:35:16:34 | I | Matching ok | SEQ : 20174746310, PART : N/A, SCAN N/A, CELL [2,5]
22:35:32:97 | I | Matching ok | SEQ : 20174746300, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:35:35:14 | I | Matching ok | SEQ : 20174746410, PART : N/A, SCAN N/A, CELL [1,1]
22:47:33:79 | I | Matching ok | SEQ : 20174746400, PART : 68193661AB, SCAN P68193661AB, CELL [1,2]
22:47:52:67 | I | Matching ok | SEQ : 20174746390, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
22:47:54:68 | I | Matching ok | SEQ : 20174746380, PART : N/A, SCAN N/A, CELL [1,4]
22:48:05:09 | I | Matching ok | SEQ : 20174746370, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:48:07:11 | I | Matching ok | SEQ : 20174746360, PART : N/A, SCAN N/A, CELL [1,6]
22:48:14:59 | I | Matching ok | SEQ : 20174746470, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:48:17:62 | I | Matching ok | SEQ : 20174746460, PART : 52124713AD, SCAN P52124713AD, CELL [2,2]
22:48:19:63 | I | Matching ok | SEQ : 20174746450, PART : N/A, SCAN N/A, CELL [2,3]
22:48:29:22 | I | Matching ok | SEQ : 20174746440, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
22:48:33:79 | I | Matching ok | SEQ : 20174746430, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
22:48:39:12 | I | Matching ok | SEQ : 20174746420, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
22:48:41:28 | I | Matching ok | SEQ : 20174746530, PART : N/A, SCAN N/A, CELL [1,1]
22:58:25:13 | I | Matching ok | SEQ : 20174746520, PART : 52124713AD, SCAN P52124713AD, CELL [1,2]
22:58:50:56 | I | Matching ok | SEQ : 20174746510, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
22:59:09:06 | I | Matching ok | SEQ : 20174746500, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
22:59:19:63 | I | Matching ok | SEQ : 20174746490, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
22:59:33:73 | I | Matching ok | SEQ : 20174746480, PART : 68193661AB, SCAN P68193661AB, CELL [1,6]
22:59:41:78 | I | Matching ok | SEQ : 20174746590, PART : 52124713AD, SCAN P52124713AD, CELL [2,1]
22:59:43:80 | I | Matching ok | SEQ : 20174746580, PART : N/A, SCAN N/A, CELL [2,2]
22:59:52:01 | I | Matching ok | SEQ : 20174746570, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
22:59:58:79 | I | Matching ok | SEQ : 20174746560, PART : 68193661AB, SCAN P68193661AB, CELL [2,4]
23:00:00:80 | I | Matching ok | SEQ : 20174746550, PART : N/A, SCAN N/A, CELL [2,5]
23:00:07:44 | I | Matching ok | SEQ : 20174746540, PART : 04578885AC, SCAN P04578885AC, CELL [2,6]
23:43:32:55 | I | Matching ok | SEQ : 20174746650, PART : 52124713AD, SCAN P52124713AD, CELL [1,1]
23:43:34:57 | I | Matching ok | SEQ : 20174746640, PART : N/A, SCAN N/A, CELL [1,2]
23:43:41:49 | I | Matching ok | SEQ : 20174746630, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
23:43:54:32 | I | Matching ok | SEQ : 20174746620, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
23:43:56:34 | I | Matching ok | SEQ : 20174746610, PART : N/A, SCAN N/A, CELL [1,5]
23:44:07:12 | I | Matching ok | SEQ : 20174746600, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
23:44:09:14 | I | Matching ok | SEQ : 20174746710, PART : N/A, SCAN N/A, CELL [2,1]
23:44:11:15 | I | Matching ok | SEQ : 20174746700, PART : N/A, SCAN N/A, CELL [2,2]
23:44:19:22 | I | Matching ok | SEQ : 20174746690, PART : 52124713AD, SCAN P52124713AD, CELL [2,3]
23:44:33:55 | I | Matching ok | SEQ : 20174746680, PART : 52124713AD, SCAN P52124713AD, CELL [2,4]
23:44:51:27 | I | Matching ok | SEQ : 20174746670, PART : 52124713AD, SCAN P52124713AD, CELL [2,5]
23:44:59:20 | I | Matching ok | SEQ : 20174746660, PART : 52124713AD, SCAN P52124713AD, CELL [2,6]
23:45:01:30 | I | Matching ok | SEQ : 20174746770, PART : N/A, SCAN N/A, CELL [1,1]
23:45:03:32 | I | Matching ok | SEQ : 20174746760, PART : N/A, SCAN N/A, CELL [1,2]
23:55:25:56 | I | Matching ok | SEQ : 20174746750, PART : 52124713AD, SCAN P52124713AD, CELL [1,3]
23:55:29:31 | I | Matching ok | SEQ : 20174746740, PART : 52124713AD, SCAN P52124713AD, CELL [1,4]
23:55:39:96 | I | Matching ok | SEQ : 20174746730, PART : 52124713AD, SCAN P52124713AD, CELL [1,5]
23:55:49:29 | I | Matching ok | SEQ : 20174746720, PART : 52124713AD, SCAN P52124713AD, CELL [1,6]
